Individual,ID,Date,Date2,Time,Latitude,Longitude,Fix,CRC,Time_complete,Time_complete_local,Data_type,Species,Metal,Capture_ID,Island,Time_complete_local_deployment,Latitude_deployment,Longitude_deployment,Comment
Simon,ID 283450,20/12/2024,12/20/2024,13:02:56,-63.2949371,-56.4838524,3D,OK,12/20/2024 13:02,12/20/2024 10:02,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,20/12/2024,12/20/2024,14:02:40,-63.2947578,-56.4832649,3D,OK,12/20/2024 14:02,12/20/2024 11:02,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,20/12/2024,12/20/2024,15:02:24,-63.2947311,-56.4834442,3D,OK,12/20/2024 15:02,12/20/2024 12:02,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,20/12/2024,12/20/2024,16:02:08,-63.2947311,-56.4834175,3D,OK,12/20/2024 16:02,12/20/2024 13:02,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,20/12/2024,12/20/2024,17:01:52,-63.2947083,-56.4834671,3D,OK,12/20/2024 17:01,12/20/2024 14:01,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,20/12/2024,12/20/2024,18:01:36,-63.2953987,-56.4847221,3D,OK,12/20/2024 18:01,12/20/2024 15:01,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,20/12/2024,12/20/2024,19:01:20,-63.2945786,-56.4837265,3D,OK,12/20/2024 19:01,12/20/2024 16:01,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,20/12/2024,12/20/2024,19:54:49,-63.302,-56.467,A1,OK,12/20/2024 19:54,12/20/2024 16:54,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,20/12/2024,12/20/2024,20:01:04,-63.294632,-56.4837761,3D,OK,12/20/2024 20:01,12/20/2024 17:01,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,20/12/2024,12/20/2024,21:00:48,-63.2946548,-56.4835968,3D,OK,12/20/2024 21:00,12/20/2024 18:00,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,20/12/2024,12/20/2024,22:00:32,-63.2946548,-56.4835701,3D,OK,12/20/2024 22:00,12/20/2024 19:00,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,20/12/2024,12/20/2024,22:35:44,-63.3,-56.524,A1,OK,12/20/2024 22:35,12/20/2024 19:35,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,20/12/2024,12/20/2024,23:00:16,-63.2810364,-56.4650612,3D,OK,12/20/2024 23:00,12/20/2024 20:00,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,20/12/2024,12/20/2024,23:35:14,-63.308,-56.475,A0,OK,12/20/2024 23:35,12/20/2024 20:35,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,19:23:18,-63.233,-56.37,A0,OK,12/21/2024 19:23,12/21/2024 16:23,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,19:58:56,-63.2947083,-56.4835472,3D,OK,12/21/2024 19:58,12/21/2024 16:58,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,21:03:06,-63.255,-56.772,A1,OK,12/21/2024 21:03,12/21/2024 18:03,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,22:02:40,-63.2818031,-56.4645233,3D,OK,12/21/2024 22:02,12/21/2024 19:02,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,23:02:24,-63.2864914,-56.4800377,3D,OK,12/21/2024 23:02,12/21/2024 20:02,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,23:09:28,-63.313,-56.457,A1,OK,12/21/2024 23:09,12/21/2024 20:09,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,2:59:12,-63.294632,-56.4838028,3D,OK,12/21/2024 2:59,12/20/2024 23:59,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,3:58:56,-63.2946815,-56.4837265,3D,OK,12/21/2024 3:58,12/21/2024 0:58,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,4:37:05,-63.295,-56.48,A3,OK,12/21/2024 4:37,12/21/2024 1:37,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,4:58:40,-63.2946815,-56.4836998,3D,OK,12/21/2024 4:58,12/21/2024 1:58,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,6:02:40,-63.2947311,-56.4834442,3D,OK,12/21/2024 6:02,12/21/2024 3:02,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,6:41:35,-63.33,-56.366,A2,OK,12/21/2024 6:41,12/21/2024 3:41,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,6:44:04,-63.325,-56.528,AA,OK,12/21/2024 6:44,12/21/2024 3:44,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,7:02:24,-63.2946815,-56.4836998,3D,OK,12/21/2024 7:02,12/21/2024 4:02,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,8:02:08,-63.2954254,-56.484417,3D,OK,12/21/2024 8:02,12/21/2024 5:02,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,8:19:51,-63.299,-56.469,A3,OK,12/21/2024 8:19,12/21/2024 5:19,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,9:01:52,-63.2942734,-56.4845695,3D,OK,12/21/2024 9:01,12/21/2024 6:01,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,10:01:36,-63.2947311,-56.4835205,3D,OK,12/21/2024 10:01,12/21/2024 7:01,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,10:32:34,-63.291,-56.41,AB,OK,12/21/2024 10:32,12/21/2024 7:32,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,11:01:20,-63.2949371,-56.4845695,3D,OK,12/21/2024 11:01,12/21/2024 8:01,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,12:01:04,-63.2942467,-56.4846191,3D,OK,12/21/2024 12:01,12/21/2024 9:01,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,12:28:07,-63.285,-56.387,AB,OK,12/21/2024 12:28,12/21/2024 9:28,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,14:00:32,-63.2818031,-56.4660606,3D,OK,12/21/2024 14:00,12/21/2024 11:00,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,15:00:16,-63.281601,-56.4652405,3D,OK,12/21/2024 15:00,12/21/2024 12:00,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,16:00:00,-63.2946053,-56.4839058,3D,OK,12/21/2024 16:00,12/21/2024 13:00,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,16:59:44,-63.2939148,-56.4856453,3D,OK,12/21/2024 16:59,12/21/2024 13:59,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,17:59:28,-63.2816238,-56.4651642,3D,OK,12/21/2024 17:59,12/21/2024 14:59,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,18:59:12,-63.274971,-56.4522629,3D,OK,12/21/2024 18:59,12/21/2024 15:59,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,0:00:00,-63.2943726,-56.48452,3D,OK,12/21/2024,12/20/2024 21:00,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,0:59:44,-63.2946815,-56.4836235,3D,OK,12/21/2024 0:59,12/20/2024 21:59,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,21/12/2024,12/21/2024,1:56:27,-63.296,-56.496,A3,OK,12/21/2024 1:56,12/20/2024 22:56,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Lujan,ID 283451,22/12/2024,12/22/2024,22:00:32,-63.5149956,-56.9231987,3D,OK,12/22/2024 22:00,12/22/2024 19:00,GPS,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
Lujan,ID 283451,22/12/2024,12/22/2024,22:53:08,-63.515,-56.914,A3,OK,12/22/2024 22:53,12/22/2024 19:53,Argos,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
Lujan,ID 283451,22/12/2024,12/22/2024,23:00:16,-63.5150223,-56.9232521,3D,OK,12/22/2024 23:00,12/22/2024 20:00,GPS,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
Simon,ID 283450,22/12/2024,12/22/2024,9:59:28,-63.2816238,-56.4651909,3D,OK,12/22/2024 9:59,12/22/2024 6:59,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,10:41:44,-63.29,-56.485,A1,OK,12/22/2024 10:41,12/22/2024 7:41,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,10:42:08,-63.272,-56.466,A0,OK,12/22/2024 10:42,12/22/2024 7:42,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,9:04:07,-63.298,-56.338,AB,OK,12/22/2024 9:04,12/22/2024 6:04,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,9:01:38,-63.286,-56.544,A0,OK,12/22/2024 9:01,12/22/2024 6:01,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,8:00:00,-63.2950897,-56.4813423,3D,OK,12/22/2024 8:00,12/22/2024 5:00,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,0:02:08,-63.2947083,-56.4835968,3D,OK,12/22/2024 0:02,12/21/2024 21:02,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,0:50:02,-63.292,-56.474,A3,OK,12/22/2024 0:50,12/21/2024 21:50,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,1:01:52,-63.2948875,-56.4835472,3D,OK,12/22/2024 1:01,12/21/2024 22:01,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,1:33:06,-63.301,-56.468,AA,OK,12/22/2024 1:33,12/21/2024 22:33,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,1:36:11,-63.298,-56.519,A2,OK,12/22/2024 1:36,12/21/2024 22:36,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,2:01:36,-63.2947083,-56.4834938,3D,OK,12/22/2024 2:01,12/21/2024 23:01,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,2:17:07,-63.311,-56.516,AB,OK,12/22/2024 2:17,12/21/2024 23:17,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,3:01:20,-63.2948341,-56.4840851,3D,OK,12/22/2024 3:01,12/22/2024 0:01,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,4:01:04,-63.2948112,-56.4840317,3D,OK,12/22/2024 4:01,12/22/2024 1:01,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,5:00:48,-63.2948341,-56.4840317,3D,OK,12/22/2024 5:00,12/22/2024 2:00,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,5:26:44,-63.314,-56.493,AB,OK,12/22/2024 5:26,12/22/2024 2:26,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,6:00:32,-63.2816238,-56.4651642,3D,OK,12/22/2024 6:00,12/22/2024 3:00,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,10:59:12,-63.2949638,-56.4843636,3D,OK,12/22/2024 10:59,12/22/2024 7:59,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,11:58:56,-63.2951164,-56.4840851,3D,OK,12/22/2024 11:58,12/22/2024 8:58,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,12:09:39,-63.304,-56.542,AA,OK,12/22/2024 12:09,12/22/2024 9:09,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,12:58:40,-63.2824707,-56.4630394,3D,OK,12/22/2024 12:58,12/22/2024 9:58,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,14:02:40,-63.2824173,-56.4632454,3D,OK,12/22/2024 14:02,12/22/2024 11:02,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,15:02:24,-63.2942734,-56.4847755,3D,OK,12/22/2024 15:02,12/22/2024 12:02,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,15:12:59,-63.302,-56.386,A1,OK,12/22/2024 15:12,12/22/2024 12:12,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,15:16:39,-63.272,-56.605,AB,OK,12/22/2024 15:16,12/22/2024 12:16,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,16:02:08,-63.2722321,-56.4382324,3D,OK,12/22/2024 16:02,12/22/2024 13:02,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,17:01:52,-63.2801933,-56.4595833,3D,OK,12/22/2024 17:01,12/22/2024 14:01,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,18:01:36,-63.2835693,-56.4692345,3D,OK,12/22/2024 18:01,12/22/2024 15:01,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,20:01:04,-63.2950401,-56.4837761,3D,OK,12/22/2024 20:01,12/22/2024 17:01,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,20:28:08,-63.266,-56.656,A0,OK,12/22/2024 20:28,12/22/2024 17:28,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,21:00:48,-63.2947845,-56.4834671,3D,OK,12/22/2024 21:00,12/22/2024 18:00,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,21:13:18,-63.303,-56.497,A1,OK,12/22/2024 21:13,12/22/2024 18:13,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,22:00:32,-63.2815475,-56.4647026,3D,OK,12/22/2024 22:00,12/22/2024 19:00,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,22:52:34,-63.258,-56.562,A0,OK,12/22/2024 22:52,12/22/2024 19:52,Argos,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Simon,ID 283450,22/12/2024,12/22/2024,23:00:16,-63.295475,-56.484314,3D,OK,12/22/2024 23:00,12/22/2024 20:00,GPS,Brown skua,NA,WDL24-SKU-001,Joinville,12/20/2024 9:20,-63.29476459,-56.48409057,"Logger 283450, Simon"
Lujan,ID 283451,23/12/2024,12/23/2024,0:00:00,-63.5149689,-56.9231491,3D,OK,12/23/2024,12/22/2024 21:00,GPS,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
Lujan,ID 283451,23/12/2024,12/23/2024,0:23:57,-63.5,-56.848,A1,OK,12/23/2024 0:23,12/22/2024 21:23,Argos,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
Lujan,ID 283451,23/12/2024,12/23/2024,1:59:28,-63.5149422,-56.9228935,3D,OK,12/23/2024 1:59,12/22/2024 22:59,GPS,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
Lujan,ID 283451,23/12/2024,12/23/2024,2:55:58,-63.512,-56.91,A2,OK,12/23/2024 2:55,12/22/2024 23:55,Argos,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
Lujan,ID 283451,23/12/2024,12/23/2024,2:57:22,-63.513,-56.913,A3,OK,12/23/2024 2:57,12/22/2024 23:57,Argos,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
Lujan,ID 283451,23/12/2024,12/23/2024,3:58:56,-63.5149422,-56.9228935,3D,OK,12/23/2024 3:58,12/23/2024 0:58,GPS,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
Lujan,ID 283451,23/12/2024,12/23/2024,4:40:05,-63.513,-56.916,AB,OK,12/23/2024 4:40,12/23/2024 1:40,Argos,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
Lujan,ID 283451,23/12/2024,12/23/2024,4:45:03,-63.521,-56.951,A2,OK,12/23/2024 4:45,12/23/2024 1:45,Argos,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
Lujan,ID 283451,23/12/2024,12/23/2024,4:58:40,-63.5148926,-56.9228935,3D,OK,12/23/2024 4:58,12/23/2024 1:58,GPS,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
Lujan,ID 283451,23/12/2024,12/23/2024,6:02:40,-63.5149422,-56.9229202,3D,OK,12/23/2024 6:02,12/23/2024 3:02,GPS,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
Lujan,ID 283451,23/12/2024,12/23/2024,6:56:05,-63.533,-56.967,AA,OK,12/23/2024 6:56,12/23/2024 3:56,Argos,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
Lujan,ID 283451,23/12/2024,12/23/2024,6:58:03,-63.514,-56.934,A3,OK,12/23/2024 6:58,12/23/2024 3:58,Argos,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
Lujan,ID 283451,23/12/2024,12/23/2024,8:02:08,-63.5150223,-56.9231987,3D,OK,12/23/2024 8:02,12/23/2024 5:02,GPS,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
Lujan,ID 283451,23/12/2024,12/23/2024,8:35:56,-63.515,-56.924,A3,OK,12/23/2024 8:35,12/23/2024 5:35,Argos,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
Lujan,ID 283451,23/12/2024,12/23/2024,8:38:16,-63.513,-56.917,A3,OK,12/23/2024 8:38,12/23/2024 5:38,Argos,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
Lujan,ID 283451,23/12/2024,12/23/2024,9:01:52,-63.5149956,-56.9231224,3D,OK,12/23/2024 9:01,12/23/2024 6:01,GPS,Brown skua,NA,WDL24-SKU-002,Brown Bluff,12/22/2024 18:12,-63.52026749,-56.89038969,"Logger 283451, Lujan"
